Title,Cited by,Link,Abstract
"Securing the peace: Presidents and nation building from FDR to George W. Bush",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57549107856&doi=10.1080%2f00396330802601834&partnerID=40&md5=f21fb88bd37ceb8ab51e1736c38e308d","In the United States, military and foreign policies are most obviously shaped by the president. Presidential personality clearly influences the sort of decision-making process each incumbent feels comfortable with: whether he prefers oral or written interactions, has an appetite for detail, or can tolerate conflict among and with subordinates. A review of the personal styles of five American presidents reveals three broad approaches that can be categorised as 'formalistic', 'competitive' and 'collegial'. The first approach, often associated with President Dwight D. Eisenhower, emphasises order and hierarchy. The second, epitomised by Franklin Delano Roosevelt, seeks wisdom through the clash of ideas among competing subordinates. The third, identified with George H.W. Bush, encourages greater cooperation among these advisers. As these examples suggest, all three models can yield excellent results. They can also produce quite unsatisfactory outcomes."
"Ukraine since the war in Georgia",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57549116626&doi=10.1080%2f00396330802601826&partnerID=40&md5=3628d1b282157038c08ae44676d29bd2",[No abstract available]
"Fragile states: Securing development",30,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57549097066&doi=10.1080%2f00396330802601859&partnerID=40&md5=8134b1a2ab5841fd216e36fd71f3d1e1","Fragile states are the toughest development challenge of our era. But we ignore them at our peril: about one billion people live in fragile states, including a disproportionate number of the world's extreme poor, and they account for most of today's wars. These situations require a different framework of building security, legitimacy, governance, and the economy. Only by securing development - bringing security and development together to smooth the transition from conflict to peace and then to embed stability so that development can take hold - can we put down roots deep enough to break the cycle of fragility and violence. Currently, we face critical gaps in our international capabilities to secure development. We need to better integrate military, political, legal, developmental, financial and technical tools with a variety of actors, from states to international organisations, civil society, and the private sector. Beyond assistance, we need new networked relationships between peacekeeping forces and development practitioners, and a new approach to security, to help the people in fragile states shift from being victims to principal agents of recovery."
"Is the Arab world immune to democracy?",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57549105427&doi=10.1080%2f00396330802601909&partnerID=40&md5=cd77af6d26789a011ebaef4eac768ce6","The debate over whether the political development of the Arab world is exceptional has been going on since before the collapse of the Eastern bloc governments. Arguments and approaches based in economic or cultural determinism, or even conspiracy theory, were adduced to explain the exceptional condition of the Arab world: Western schemes for domination, oil, Islam or simply 'the Arab mind'. Instead of resorting to such essentialism, we should rather attempt to uncover forces that improve or decrease the chances for political reform or democratisation in the Arab states and Iran. Though outside powers cannot successfully engage in social and political engineering in the states of the region, Western actors can decide whether they want to make life more difficult for their actual and potential partners in the region by making them the object of their policies, or whether they want to make their task easier through credible political, societal and economical engagement."
"Why East Asian war is unlikely",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57549116834&doi=10.1080%2f00396330802601883&partnerID=40&md5=abe2dd1d50b74046b0118304ca2d3394","The Asia-Pacific region is home to many unresolved geostrategic issues that could escalate into conflict; nevertheless, it is probably more stable than one might believe. In particular, the emergence of a more assertive China does not mean a more aggressive China or that war in Asia is more likely. While Beijing may be increasingly pushing its own agenda in regional international affairs, and while it may seek to displace the United States as the regional hegemon, this does not automatically translate into an expansionist China. If anything, China appears content to press its claims peacefully, if forcefully, through existing avenues and institutions of international relations, and in particular by co-opting these avenues and institutions to meet its own purposes. Secondly, when one looks more closely at the Chinese military buildup, one can still find many deficiencies in its offensive capabilities. The Chinese war machine, while still quite worrisome, may not be quite as threatening as some might argue."
"Why war in Asia remains thinkable",19,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57549100408&doi=10.1080%2f00396330802601875&partnerID=40&md5=23b5bfc5720849ea4d1d2cf0af65e8d9","For over 30 years, East Asia has been free of major wars. But East Asia's stable order is based on a unique and remarkable triangular relationship among the region's three biggest powers, and that relationship is now under pressure from China's growth. Asia's future peace will depend on the ability of the United States, China and Japan - and eventually India - to create a new regional order which reflects the emerging economic and power relativities of the Asian Century. Creating a stable new order will require major sacrifices from all three powers: America will have to concede primacy and learn to treat China and Japan as equals; China will have to forgo its own dreams of primacy and accept Japan as a legitimate major power; and Japan will have to accept the costs and complexities of strategic independence. We cannot assume they will meet these challenges successfully."
"A new American middle east strategy?",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57549101019&doi=10.1080%2f00396330802601842&partnerID=40&md5=875c7aeddbd9df3344fa6193cc1d04d0","With wars in Iraq and Afghanistan, the greater Middle East must top President Barack Obama's foreign policy agenda. He will also face critical challenges with Iran and Israeli-Palestinian peacemaking. To deal successfully with any one he must deal effectively with all. Further, he must decide soon how much permanent US military presence to retain in and near the Persian Gulf and assess how much the American people will support open-ended US engagements in the Greater Middle East. Obama will clearly press for more European support, especially in Afghanistan. He should also foster a new regional security structure, in time involving all Middle East states. It should include confidence-building measures, Standing Military and Political Commissions, incidents at sea and freedom of navigation agreements, 'open skies', and OSCE-like cooperation. NATO and the EU can play supporting roles in training and counseling; and outsiders such as the United States should be prepared to intervene military if need be to keep the peace."
"Turkey's latest crisis",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-53449091150&doi=10.1080%2f00396330802456437&partnerID=40&md5=c83d8e4c19f9a875b724a9a1404b964f",[No abstract available]
"Iraq and the next American president",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-53449087794&doi=10.1080%2f00396330802456452&partnerID=40&md5=e9154d2fde0fbda00e636002dea73240","The original justification for the invasion of Iraq, the incompetence displayed in its aftermath, and the high costs of the occupation have undermined the possibility of bipartisan agreement on Iraq. The danger for both US policymakers and the long-suffering Iraqi people is that American politics will continue to shape Iraq policy well beyond the next US presidential election on 4 November 2008. While both candidates have presented starkly different plans for Iraq, those seeking to influence the political and military strategy of the next US president have been held hostage by domestic party concerns. The hazard for the next president is that his Iraq policy will owe much more to bitter and ideologically driven arguments in Washington than the actual situation in Baghdad. In order for the next president to avoid yet another Iraq debacle, both candidates' policies need to be held up against the Iraqi realities they wish to shape."
"Restoring America's image: What the next president can do",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-53449095871&doi=10.1080%2f00396330802456486&partnerID=40&md5=32aef7dff116924cb70a96ebc519c13d","America's image in the world today is not all that it should be. Blame for this is most often assigned to President George W. Bush, but greater responsibility rests with deeper changes in the international system: the resentment (and fear) caused by the preponderance of American power, the loosening of alliances after the demise of the Soviet Union, a fundamental rethinking of the laws of war and peace in an age of terror, the co-branding of the United States with the forces of modernity and globalisation, and a demographic change that has sidelined the post-Second World War generation with their historical memories of American bravery and generosity. The next US president can start to restore America's image by setting a new tone, adroitly managing the US presence in the Persian Gulf and adopting new policies on climate change, immigration, world trade, and Guantanamo Bay. Even so, resurrecting America's image will be a slow, long-term process."
"The tyranny of false vision: America's unipolar fantasy",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-53449094764&doi=10.1080%2f00396330802456460&partnerID=40&md5=0182052a0486f7eefe6676db9f545e1f","For the past two decades, the American political imagination has been possessed by a hazardous geopolitical vision; the United States is defined as the dominant power in a closely integrated and 'unipolar' international system. A century of history has done much to encourage this view. Americans have trouble realising how revolutionary and threatening their unipolar vision can appear to others. A world system dominated by one superpower is a bold and radical programme. If successful, it would mean, for the first time in modern history, a world without a general balance of power. Pursuing such a goal implies numerous confrontations with other nations. It antagonises both states that fear decline and those that anticipate improvement. Nevertheless, Americans now find it difficult to entertain any other view of the world. They have been slow to see, let alone accept, what to many others seems a more probable and desirable future - a plural world with several centres of power."
"A war with no winners",20,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-53449097864&doi=10.1080%2f00396330802456445&partnerID=40&md5=f6ed206bfce87ed1635fb0bda3eef217","It is difficult to understand what prompted Mikheil Saakashvili to transform the Russian-Georgian cold war into a hot one. The Georgian leader would have been better off rallying a diplomatic coalition to pressure Moscow. His attack, whether provoked or not, has undermined his international credibility. Now some of his allies in the United States and Europe blame him for igniting a crisis which has cost his nation dearly and lowered the threshold for Russian military intervention in Russia's 'near abroad'. The conflict also became a diplomatic confrontation between Russia and the West. In this test of wills, none of the parties - Georgia, Russia or the West - has emerged as a winner. The post-Cold War world order, built on the assumption that Russia and the West could settle all their differences by peaceful means, has been challenged."
"Washington's apparent readiness to start nuclear war",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-53449086890&doi=10.1080%2f00396330802456494&partnerID=40&md5=17826abe33d7c89c068c2aae0c99c881","Washington's option for the first-use of nuclear weapons, and its connected stance on 'negative security assurances', is largely based on the idea these weapons serve a wider purpose than deterring nuclear attack. During the Cold War this wider purpose was mostly seen as deterring a Soviet conventional invasion of Western Europe; today, this wider purpose is less clear and less defined or constrained by strategic logic. The idea of 'calculated ambiguity' has been used to explain the situation, but it is inadequate. It fails to capture the way the controversy surrounding the first-use option occupies the intersection of planning for nuclear war, putative US national interests, arms control, contrasting conceptions of world order, and foreigners' perceptions of the United States."
"Halting Iran's nuclear programme: The military option",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-53449092656&doi=10.1080%2f00396330802456429&partnerID=40&md5=5b496cdebe86693ff0a498cafaf60542",[No abstract available]
"Asteroid threat? The problem of planetary defence",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-53449101359&doi=10.1080%2f00396330802456502&partnerID=40&md5=42d04c7d2ba86700c751f9f8441115a0","The threat of collision from asteroids and comets calls for a three-step approach to mitigating the risks: first, find and track objects that are potentially hazardous to the Earth; second, study their characteristics so as to understand which mitigation schemes are likely to be effective; and third, test various deflection techniques to ascertain the best way to adjust the orbits of asteroids and comets, and possibly field a planetary-defence system. Each of these steps would benefit from international cooperation or agreement."
"America after the elections: A strategy of conservation",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-53449083632&doi=10.1080%2f00396330802456478&partnerID=40&md5=68a4b373ae70f5c15722ac5962e646da","The inter-state system of politics, economics and security is under stress. The well-being and security of states and individuals is eroding as a combination of factors reduces the state's ability to meet its social compact with citizens. Yet over the past decade, Washington has come to assume the effective functioning of the system rather than retaining it as an end of American grand strategy. US policymakers do not fully appreciate how a changing international system is eroding the United States' security and its way of life. The overarching strategic challenge facing the United States is to revitalise the international system so that the nation can conserve its strength and power even as the global environment shifts. It demands a strategy of conservation. It must simultaneously address the chronic weakening of many states and the growing aspiration and activism of others emerging from the ranks of 'middle powers', along with the apparent inability of the current international system to deliver sufficient benefit to those who participate in it."
"The impending oil shock",10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049098354&doi=10.1080%2f00396330802034242&partnerID=40&md5=9320bf9bac36b30d0fc5263179a3f5be","The peak-oil theory asserts that oil production follows a bell-shaped curve, rising exponentially early on, hitting a peak and then declining terminally. As world oil production reaches its peak, energy importers will enjoy somewhat greater political weight; the economic balance of power among major industrial states will change according to their relative abilities to adapt to a scarcity of fossil fuels; and there will be increased risk of state failure, resource conflict and even nuclear-energy-related problems. These dangers might be minimised through national and international programmes designed to rapidly maximise energy efficiency and promote non-fossil-fuel energy sources."
"Medvedev's choice",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-49949093257&doi=10.1080%2f00396330802034143&partnerID=40&md5=23de6b8f640e39987cdafed53b19d7f3",[No abstract available]
"Europe, Russia and American missile defence",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-49949092856&doi=10.1080%2f00396330802034200&partnerID=40&md5=4f9d49f017079a88095ab9056846a1ec",[No abstract available]
"The threat to young democracies",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-49949089793&doi=10.1080%2f00396330802034325&partnerID=40&md5=a7e5d9ac97c0f2f603a4e6a30bb0b902","Recent backsliding in such countries as Bolivia, Venezuela, Georgia and Russia has raised concerns about the viability of democracy in the developing world. Understanding why fledgling democracies sometimes fail is essential for determining what the international community might do to help such states stay on track toward political stability. In particular, public officials in both the industrial and developing worlds should adopt the policy mix (including foreign-aid policies) best suited to democratic consolidation, with a focus on ensuring that government leaders, who might otherwise abuse their power, are constrained by effective checks and balances."
"Kosovo's moment, Serbia's chance",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-49949112876&doi=10.1080%2f00396330802034150&partnerID=40&md5=235d4f110b9561a5a82833835f5c3a77",[No abstract available]
"The anbar awakening",42,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46949095994&doi=10.1080%2f00396330802034283&partnerID=40&md5=d06d4b7d2d3344c5b2e5f6b584cfd7ad","The United States and it allies in Iraq have embraced a tribal strategy to provide security and fight al-Qaeda in Mesopotamia. This approach is not new. Saddam Hussein also sought to use tribal alliances to provide internal security. His experience, and that of the present-day Coalition, demonstrates the prospects and perils of using tribes to provide security. Tension exists between the United States' two main strategic goals of defeating al-Qaeda in Mesopotamia and building a democratic, unified Iraq. There is also the danger that Iraqi tribes will defect from the Coalition in future."
"Historical myths of a divided Iraq",6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-49949104574&doi=10.1080%2f00396330802034317&partnerID=40&md5=8f1962dadc986857e37a8ce8471cb73f","The idea of a soft partitioning of Iraq along ethno-sectarian lines has gained traction in some US policymaking circles. However, the model of an Iraq divided into three ethno-sectarian entities lacks historical resonance and is likely to increase instability in Iraq rather than reduce it. The most persistent trend in Iraqi history since medieval times is the status of Baghdad as a regional proto-capital for an area from the Gulf to the mountains north of Mosul - an area which was frequently referred to by its inhabitants as 'Iraq' from pre-modern times. Conversely, there is no precedent for subdividing the Iraqi territory on the basis of sectarian identities, and Iraq's long history exhibits almost no examples of secessionist movements based on Shia or Sunni ideology."
"The making of Macedonia",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-49949107519&doi=10.1080%2f00396330802034275&partnerID=40&md5=18c5f12eb0083e83273ed709e7471054","In 2001 Macedonia's large ethnic Albanian minority revolted against the country's Slav-dominated state. In a victory for transatlantic relations, Europe and the United States worked together to defuse the crisis and avert what could easily have become another Balkan disaster. Since then, there has been progress in rebuilding Macedonia, and the EU deserves credit. This success, however, was predicated on strong US backing and the promise of NATO and EU membership. Although this has made the country something of a political hybrid, Macedonia belongs in NATO, and eventually, the European Union."
"South Asia's nuclear decade",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-49949094907&doi=10.1080%2f00396330802034291&partnerID=40&md5=374e3bd502923fde5b0be0a446cad486","In May 1998 India surprised the world by testing five nuclear weapons, and despite the pleas of the international community, Pakistan followed suit a few days later. The global effort to halt the proliferation of nuclear weapons in South Asia never recovered. The recent United States-India nuclear deal is a wise accommodation to reality but puts no constraints on the nuclear arms race in South Asia. Meanwhile, Pakistan is unlikely to conclude such a deal, especially given the A.Q. Khan affair. In the last decade the two neighbours have fought a small war and mobilised for a much larger one, and cross-border terrorism could provoke another crisis at any time. The danger of a nuclear confrontation remains serious and should be addressed by creative diplomacy to deal with the underlying issues that have divided the subcontinent since partition in 1947, most notably Kashmir."
"Kenya's retrograde election",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-49949111436&doi=10.1080%2f00396330802034176&partnerID=40&md5=aeef4db4812fbbfaf1ca5797f3f4c0cd",[No abstract available]
"The California consensus: Can private aid end global poverty?",18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51749111619&doi=10.1080%2f00396330802328982&partnerID=40&md5=b6911076663977cbbc01b31836313c5b","Global philanthropy is remaking the relationship between the world's rich and poor. Private aid - aid provided by foundations, corporations, non-governmental organisations, and individuals - has doubled over the past decade and may soon overtake 'official' foreign aid. Something of a consensus has developed around the emergence of private aid - that is it is less prone to corruption and more likely to benefit the poor. While private aid has the potential to be a more effective form of aid, it remains vulnerable to many of the same problems affecting official development assistance. Private aid that is both accountable and well monitored, however, can potentially catalyse more competitive markets for foreign aid, and dismantle the monopoly held by traditional bilateral and multilateral donors."
"Opportunity, not war",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51749096647&doi=10.1080%2f00396330802329048&partnerID=40&md5=bfa2bf6cd61d3259cb0385c3d891b915","In the April-May 2008 issue of Survival (vol. 50, no. 2, pp. 37-66), Nader Elhefnawy argued that oil production is approaching its peak, with consequences that are likely to be dramatic. There will be increased risk of state failure and resource conflict; the economic balance of power among major industrial states will shift according to their relative abilities to adapt to a scarcity of fossil fuels; and oil producers will enjoy greater political power. Survival invited two experts on strategic energy issues, Amy Myers Jaffe and Michael T. Klare, to comment on Elhefnawy's essay, and Elhefnawy to respond."
"Early days in Iraq: Decisions of the CPA",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51749093958&doi=10.1080%2f00396330802328925&partnerID=40&md5=2f9ef973e7caaff233449f49d38eba22","Iraq provides an object lesson in the costs and consequences of unprepared reconstruction. The record of the Coalition Provisional Authority during its 14 months in Iraq, in particular several of its most controversial decisions, including the disbandment of the Iraqi army, the exclusion of senior Ba'ath Party members from government office, the timing and organisation of national elections, the development of an Iraqi constitution and the beginnings of economic reconstruction, is examined and critiqued in the light of best practices developed in other post-conflict operations over the last 60 years. While not all of these decisions proved optimal in the light of hindsight, they did represent reasonable choices in view of possibilities then available to the CPA leadership and, in composite, they resulted in durable political and economic reforms that offer the Iraqi people an opportunity to build a stable, prosperous and peaceful Iraq."
"Why Europe leads on climate change",11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51749124655&doi=10.1080%2f00396330802328990&partnerID=40&md5=b73c6c7d39b76f81cfef4ee6b0147a99","In January 2008, the EU announced an ambitious new plan to unilaterally reduce carbon emissions beyond its Kyoto commitments. An exploration of EU climate-change policy reveals a desire to minimise risk in the face of uncertainty about the precise impact of global warming. In taking a global leadership role, the EU seeks to enhance its prestige, to demonstrate to the United States that emission reductions can be done relatively cheaply, and to develop more affordable technologies that can be passed on to developing nations. EU policy is rooted in the same longing for security that led to creation of the social welfare state across Western Europe following the Second World War while reflecting a growing willingness to project European social-democratic proclivities onto the world stage."
"Sino-American energy competition",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51749089002&doi=10.1080%2f00396330802329048&partnerID=40&md5=2d381ca0577a04d158b2d45cfeef30e3",[No abstract available]
"An agenda for human dignity",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51749118683&doi=10.1080%2f00396330802328792&partnerID=40&md5=d1851f77a9214eda038983bdce77917a",[No abstract available]
"Bad days in Basra",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51749117145&doi=10.1080%2f00396330802329220&partnerID=40&md5=f17dc0ccc3511e2fbdc3c24d75119a16","Hilary Synnott was the Coalition Provisional Authority's Regional Coordinator for the four southern Iraqi provinces from July 2003 until January 2004, reporting directly to L. Paul Bremer in Baghdad. His book Bad Days in Basra: My Turbulent Time as Britain's Man in Southern Iraq (London: I.B. Tauris, 2008) draws both on his experiences there and on his 30 years as a British diplomat, much of which included dealing with the Muslim world and developing countries, and his prior service in the armed forces. The following extract is reprinted with permission."
"Chechnya: Has Moscow won?",13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51749084873&doi=10.1080%2f00396330802329030&partnerID=40&md5=e0b8f17b1f06b462ddde307cfb7f6d49","The image of Chechnya in the West remains one of radicalisation and conflict, unresolved secessionist ambition and Russian brutality. But far more than is generally acknowledged outside Russia, Moscow's policies towards Chechnya have succeeded in their aims. The republic is now relatively peaceful; reconstruction is gaining momentum; and Chechnya's leader, Ramzan Kadyrov, has been both an effective and seemingly faithful servant of Russia in the North Caucasus. However, it would be unwise to assume this represents a long-term solution to the problems in the North Caucasus."
"Separatism and democracy in the Caucasus",23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51749089515&doi=10.1080%2f00396330802329014&partnerID=40&md5=730e76574dbc8b1a4b20fbe733e60675","The 'standards before status' policy for Kosovo has reignited hopes for independence in other de facto states and has led the authorities to emphasise their ability to create effective, democratic institutions. Analysis of the accompanying processes of state-building and democratisation in Abkhazia and Nagorno-Karabakh suggests that these entities should not be regarded merely as criminalised badlands. Significant changes in their internal politics could have a positive impact on the stalled talks, and these processes provide an avenue for constructive engagement."
"Carrying China's torch",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51749122194&doi=10.1080%2f00396330802328776&partnerID=40&md5=175d5b13670f2c7f89cc24f175c280c0",[No abstract available]
"Response",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51749088779&doi=10.1080%2f00396330802329048&partnerID=40&md5=307a26edfd3c976c2e12b4dcd71541f5",[No abstract available]
"Missile contagion",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51749083718&doi=10.1080%2f00396330802329006&partnerID=40&md5=f2b4342a0b4dcfa707a5bbfbea5c28d0","Since 2005 an astonishing number of new missile-development programmes have appeared in the Middle East, South Asia and Northeast Asia. The surprising fact is that land-attack cruise missiles, not ballistic missiles, constitute the primary problem, yet ballistic missiles, and defences against them, command virtually the exclusive attention of decision-makers. Perversely, the United States' quest to sell ballistic-missile defences may be hastening cruise-missile proliferation. Knowing that defences are not nearly as effective against cruise missiles as they are against ballistic missiles, several states have turned to the former to complement the latter. Others, frustrated with the high cost of ballistic-missile defence, have turned to cheaper cruise missiles linked to pre-emptive strike doctrines. In either case, absent policy adjustments, the unintended by-product is likely to be regional arms races and crisis instability."
"Europe's role in nation building",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46949098911&doi=10.1080%2f00396330802173115&partnerID=40&md5=d7a34cda1ad958dcb5cc41a3bf6c92c2","Despite continuing difficulties, European institutions for the management of civil-military operations have developed to the stage where more than brief, tentative experiments can be embarked upon with some confidence. The greatest challenges faced by the EU are not in the efficacious employment of armed force, but rather in formulating and applying the broader political-military strategy which must underlie it. Outside of Europe, the most efficient way for European governments to contribute to international peace operations will be to assign national contingents directly to UN peacekeeping missions. It is, thus, time for European governments, militaries and populations to get over the trauma of Srebrenica and related UN failures in the Balkans in the early 1990s, take on board the subsequent improvement in the UN's performance, and begin once again to do their share in manning, as they are already doing in paying for, these efforts."
"Response",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46949101358&doi=10.1080%2f00396330802173149&partnerID=40&md5=6208bfe9620a1e8a0670846b78a082e3",[No abstract available]
"Marine experiences and anthropological reflections",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46949084077&doi=10.1080%2f00396330802173149&partnerID=40&md5=9af45683e691fd5f3d034052acb1b7c8",[No abstract available]
"China's falklands lessons",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46949105142&doi=10.1080%2f00396330802173214&partnerID=40&md5=7f728b33e128fceb2d7bc47c5a842f60","The People's Liberation Army's lack of recent combat experience leads Chinese defence analysts to a major, systematic effort to look outward in the pursuit of insights about the emerging strategic environment. In Chinese military literature, the 1982 Falklands War has achieved noteworthy prominence. The PLA's objective and sophisticated understanding of the war in the South Atlantic may help explain both specific Chinese military approaches toward the analogous Taiwan situation and wider trends in Chinese military development."
"A gaullist by any other name",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46949093221&doi=10.1080%2f00396330802173040&partnerID=40&md5=ddaf6cb63c94d74af78424fba244e58b",[No abstract available]
"What price energy transformation?",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46949095890&doi=10.1080%2f00396330802173032&partnerID=40&md5=bca90e8bbd2bddf9ab0ce9704e76e37c",[No abstract available]
"Nuclear threat reduction: Cooperating in troubled times",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46949093362&doi=10.1080%2f00396330802173065&partnerID=40&md5=c28b9c7dacc78d0b3bdacdca0d415d43",[No abstract available]
"Anthropology and the white man's burden",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46949094143&doi=10.1080%2f00396330802173149&partnerID=40&md5=f9ff4aa0bb556b626dec545aa8aff5c0",[No abstract available]
"Reflections and questions",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46949111506&doi=10.1080%2f00396330802173149&partnerID=40&md5=ea8898ffcf48a7a1e91e71f1b717bf39",[No abstract available]
"The peril's of forgetting history",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46949090478&doi=10.1080%2f00396330802173149&partnerID=40&md5=5fa0d0e69151fe89c5f4fb7a5604c5ba",[No abstract available]
"The strategic dimensions of civil resistance",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46949086522&doi=10.1080%2f00396330802173131&partnerID=40&md5=8f5dce9b6a7f18af0f2d67683bbb2935","The sequenced, sustained application of nonviolent operations has engendered historical results: tyrants have capitulated, governments collapsed, occupying armies retreated and political systems that denied human rights been delegitimated and dismantled. Those threatened by such campaigns are prone to define a 'regime change' desired and driven by outside parties as the object and prize In fact, the object is transformation in the way people themselves can determine how they are governed. Individuals and institutions who care about democracy and freedom, peace and security need to work together to develop a set of modern norms for how citizens and civil societies may freely work together across national boundaries and permit universal access to knowledge and resources necessary to protect rights, especially when denied or threatened by oppressive rule."
"The strategic implications of climate change",24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-47149115937&doi=10.1080%2f00396330802173107&partnerID=40&md5=a2156ad9c15307891db94a646147dc30","Climate change of the magnitude and time frames projected by the world's leading climate scientists poses fundamental questions of human security, survival and the stability of nation states. While state weakness and destabilising internal conflicts are a more likely outcome than inter-state war, climate change will be a stress multiplier for all nations and societies, especially those already at risk from ethnic and religious conflicts, economic weakness and environmental degradation. Prudence and sensible risk management suggest that policymakers need to take this issue far more seriously. And strategic planners ought to include worst-case climate-change scenarios in their contingency planning, as climate change is set to rank with terrorism, pandemic diseases and major war as one of the principle challenges to security in the twenty-first century."
"The return of state capitalism",18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46949103218&doi=10.1080%2f00396330802173198&partnerID=40&md5=f51f484857817c3cba423eb8dc146bdf","After the Soviet collapse, the dynamism and market power of the United States, Japan, and Western Europe established the dominance of a liberal economic mode fuelled by private wealth, private investment and private enterprise. Yet, over the past several years, public wealth, public investment, and public enterprise have made a remarkable comeback. An era of state capitalism has dawned, the natural by-product of a global economy which will increasingly depend for most of its growth on China, the Persian Gulf states, and other emerging market countries, many of which are predisposed toward statist models of economic development. This trend is generating plenty of anxiety, particularly among American and European policymakers, who fear that the growth of national oil companies, state-owned enterprises and sovereign wealth funds threatens their countries' economic well-being and national security."
"Boundaries and engagement",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46949085612&doi=10.1080%2f00396330802173149&partnerID=40&md5=bfdb15e3e087d0999024fa458986278e",[No abstract available]
"The two faces of Saudi Arabia",16,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049160300&doi=10.1080%2f00396330801899488&partnerID=40&md5=6f96ad70dfbfc3618e0d30f5b4d0d6a2","The Saudi Arabian regime, aided by oil money and custodianship of Islam's holiest sites, has in recent years emerged as one of the most active and creative diplomatic players in the Middle East. Yet the regime's imaginative interventions in foreign affairs contrast starkly with its immobility in the face of deepening divisions at home. To minimise the perceived threat from Shi'ites in Iran, Iraq and Lebanon, the most sensible course is not to pursue a tacit anti-Shia alliance with the United States and Israel, but rather to improve social and political conditions for Shi'ites at home. This would require confronting the Wahhabi clerical establishment head on, which could fatally undermine one of the pillars of al-Saud rule. The regime appears fated to opt for continued immobility, engaging in largely symbolic regional diplomacy in the hope that this will some how buy it credit at home."
"Pakistan: Transition to what?",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049083135&doi=10.1080%2f00396330801899413&partnerID=40&md5=c7a11e7ab5a37232483f0b878ef5c427",[No abstract available]
"Resurrecting the test-ban treaty",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049159835&doi=10.1080%2f00396330801899421&partnerID=40&md5=3a571bc62d2426923a85fbe492c9d1aa","The comprehensive test-ban treaty makes very good strategic sense for the United States and the world. The next American president should build on Bill Clinton's signing of that treaty, as well as George W. Bush's tacit compliance with its strictures, and send it to the US Senate for ratification. It makes sense whether Iran tests its own nuclear weapon in the coming years or not; either way, Washington will need more capacity to apply more pressure on states like Iran, and the treaty could help it garner international support for such pressure. American ratification of the treaty might also be part of a deal by which India and Pakistan agree not to do more testing themselves, joining the United States in a pledge of future restraint."
